feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,label
0.4003789080968797,0.17913502956301713,-0.2762268212392942,-0.6270942721878624,-0.7380782334341844,-1.1745470287837443,0.16704682534743182,-0.4524128716155305,1.3561702623826943,0.8757199087152369,-0.274940913491524,-0.4068282558084915,1.1675368885186872,0.18354878832817084,1.008664339912737,0
-0.8478207576440896,-0.05134438981187549,-1.2516274618079526,-0.7463136767688527,-1.6785407673634496,0.0225183995723882,-0.4071952292556898,-0.7517390831328572,0.7916518275703875,1.0954841306316112,1.4368164871092053,1.049243547091407,1.0969082560087549,-0.5753673316355606,-1.8947346580300612,0
-0.25711497373407416,-0.3701046368223619,1.9749249924425023,0.8567075591602392,1.2655618285664842,0.7033901729760692,0.5251953579392254,-1.5472180164524696,1.2679359893581357,-1.4041833035363473,-0.4940975795745595,-2.244313330793896,-1.0541450584804075,-1.200019339166267,0.6524183764314533,0
-0.027882345912627247,-1.2307938641144707,2.072167836563394,0.6923407100006873,0.0018608136164346264,0.2407097555877791,-0.4120497391690992,0.30155205481010405,2.0660166321315008,-0.9671505416905042,1.3616786374523147,0.9314973839080848,0.020902995149596672,0.22888673017147879,-1.072312203869514,0
-2.323381602493287,-1.6762816858549803,-0.7920826733276622,-1.3538239062660693,-1.6893599631504705,0.4828644252585542,2.0073351650462112,0.96438022541405,-0.7671608426423591,-1.3587983902127663,0.7885485653535184,0.4592901643804282,0.6141168469951721,-0.7047678392468829,0.31217968020551895,0
1.7866232792954082,0.7861246351775608,-0.8534156248670643,0.029811333566157613,-0.6283250462225297,-0.5552498848219274,0.8468291271163007,0.6606221846655208,-1.5718960232427248,1.3302499411752868,0.11888888569406002,-1.127689881437084,-0.545712437679693,1.360370456410779,-0.2846697541918767,0
1.1200655377408861,0.9670282419516915,-2.050595573481984,-0.6591852467567687,0.17892032463140722,-1.3554285591856783,1.9440687405919403,0.0787989455125698,-0.5048609469621345,0.1431434778027846,1.186174073301097,-0.7761543701932255,0.9973570138121308,-1.455218039574275,-0.5274652131132151,0
0.44175646867031454,0.20047628402618142,0.7958831306286215,1.3360437085962564,-1.1528462514577986,1.5472509551408578,0.17978841362539652,0.8142383347320414,-1.2270502604157938,0.7743448638563096,-0.4013548687456811,-0.36885692026519934,-1.5343270994840479,-0.32593600484017965,0.5034500890837645,0
-2.1485480076331687,1.627895946821361,-1.7956814019850815,-1.3431146264250977,-0.4363373316912079,0.26009556606568607,-0.2010126304758941,1.0031972757434808,-1.5529894153799761,0.3711632152917421,0.27876620552110803,-0.479555569196971,-0.5811191757106319,-0.05360023749049206,-1.1041175182782814,0
0.4341493849420787,-1.411673790894124,0.044742394806633654,-0.18086240960816558,0.4523176812740615,0.6080260775572439,-2.2219711178061097,0.1366035128767581,-0.16995339546835436,-0.49788008908737513,-1.1488125211785027,0.6556309400822592,0.8784870306269987,-1.2423076969965514,-1.1952464212818208,1
-0.23948122823428164,0.8006304118021973,-1.363046581457055,0.25577326450143956,0.0318522155392934,-0.21614472928457792,0.11564336863080157,-0.974722323192851,-0.08445210668090394,-1.698130364444944,0.9117223071714825,-0.48272989432808733,0.9286023249148145,-0.45862231921252045,-0.6475931392037614,0
0.2529901348011037,-0.1045493231888723,-0.8866239210885166,1.488849149887732,-0.12308277999471377,0.14663995394630036,0.3203066380503064,-1.348513501968898,0.6236856138535749,-0.5142678424264172,0.606430479512066,-0.5611697676583073,-1.1778192045671652,-0.22585108909610757,1.534221027820483,0
-0.2450707772162765,-1.330599496122894,-1.5386610716700178,-1.4332213158671243,-0.1157368132328067,0.4199873896712467,-2.3437614886131746,-0.42533141088706466,0.32919302962940794,-0.9476823288526507,1.5351326457630963,0.22363163422252744,0.774217263980185,0.8706399121332824,0.9739173693489691,0
0.4973040139531143,-1.3995040432821315,-0.8425254747304436,-0.8214829855718851,-0.9251024298341222,1.803154908364479,-0.9324521338198654,-1.256682020711445,0.6776346039313742,-0.770320808445384,0.7854639104513956,-0.8294775858701339,-0.5847930463128816,0.13948266630890757,0.667525991120895,0
0.17624731982040853,-0.47066561998746664,-1.0944748978862087,-0.18229278880347508,0.4053243174428624,-0.5785135150318327,-0.1529751849837048,-0.579400328437673,0.2261788237276314,0.01900144410122026,-0.03658224296085563,0.3158652026571667,0.3930369071160246,-1.3102702233145713,1.8643067084086473,0
0.35234748634210633,-0.9725692695209053,-1.3785752064756196,1.2428344961044653,-0.7838997416794781,0.08476385726568289,1.463187324787188,2.5747387018623136,-0.5236589845328826,-1.3895312696717586,-1.2223262727364748,-1.139861621999142,-0.6082153000356754,3.467572698956127,-0.021713119117427095,0
0.7016488911504253,0.31370656858725054,-0.46702936445362425,-0.6277803985267633,0.2200936131988268,0.5441294888338456,-0.08758050719633918,0.37228824172832214,-0.3739683250780613,-0.3126657202286249,-0.7479050096344412,1.4441039880091222,-0.4813137649470959,1.3723519683040706,1.4448315765149375,0
